n,Faktorisierung,P_A,P_B,P_C,R_A,R_B,R_C,exc_combo,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum
533005165,37 * 5 * 17 * 7 * 31 * 11 * 71,85,217,781,3.4,4.428571428571429,6.454545454545454,A+B+C,3.8386140308423924,12.0,0.7974562798092211
533223145,13 * 5 * 29 * 7 * 7 * 23 * 251,145,49,5773,5.8,1.0,47.710743801652896,A+C,3.2802323907239512,18.0,1.2063660477453582
533226925,61 * 5 * 5 * 7 * 19 * 11 * 239,25,133,2629,1.0,2.7142857142857144,21.727272727272727,B+C,3.0903554861863745,34.0,1.2918032786885245
533317225,157 * 5 * 5 * 7 * 7 * 47 * 59,25,49,2773,1.0,1.0,22.917355371900825,C,3.2857470407029474,70.0,1.2203821656050957
533490685,13 * 5 * 17 * 7 * 7 * 59 * 167,85,49,9853,3.4,1.0,81.4297520661157,A+C,3.4157601047094523,12.0,1.0968325791855205
533657845,37 * 5 * 41 * 7 * 19 * 23 * 23,205,133,529,8.2,2.7142857142857144,4.371900826446281,A+B+C,3.408851751745704,28.0,1.0499670402109427
533688925,37 * 5 * 5 * 7 * 127 * 11 * 59,25,889,649,1.0,18.142857142857142,5.363636363636363,B+C,3.6199450849684505,10.0,0.9621621621621622
533790565,61 * 5 * 17 * 7 * 7 * 11 * 191,85,49,2101,3.4,1.0,17.363636363636363,A+C,3.3090244320603164,36.0,1.1270973963355835
533880025,73 * 5 * 5 * 7 * 79 * 23 * 23,25,553,529,1.0,11.285714285714286,4.371900826446281,B+C,3.426323092112505,28.0,1.1287671232876713
533886925,13 * 5 * 5 * 43 * 151 * 11 * 23,25,6493,253,1.0,132.51020408163265,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
534102205,13 * 5 * 317 * 7 * 7 * 23 * 23,1585,49,529,63.4,1.0,4.371900826446281,A+C,2.9947695304572064,162.0,1.3473428779422472
534304225,13 * 5 * 5 * 7 * 19 * 47 * 263,25,133,12361,1.0,2.7142857142857144,102.15702479338843,B+C,3.19709115883551,10.0,1.2615384615384615
534340345,109 * 5 * 17 * 7 * 7 * 11 * 107,85,49,1177,3.4,1.0,9.727272727272727,A+C,3.7123059137791525,36.0,0.910523475445224
534358825,13 * 5 * 5 * 7 * 163 * 11 * 131,25,1141,1441,1.0,23.285714285714285,11.909090909090908,B+C,3.19709115883551,10.0,1.2615384615384615
534368065,229 * 5 * 29 * 7 * 19 * 11 * 11,145,133,121,5.8,2.7142857142857144,1.0,A+B,3.735683461974845,42.0,0.8758319530191236
534372685,37 * 5 * 233 * 7 * 7 * 11 * 23,1165,49,253,46.6,1.0,2.090909090909091,A+C,3.53193771144071,112.0,1.0085140934926344
534418885,13 * 5 * 17 * 7 * 571 * 11 * 11,85,3997,121,3.4,81.57142857142857,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
534450301,73 * 17 * 17 * 7 * 7 * 11 * 47,289,49,517,11.56,1.0,4.2727272727272725,A+C,3.863660983860389,32.0,0.799355358581789
534507925,61 * 5 * 5 * 7 * 7 * 23 * 311,25,49,7153,1.0,1.0,59.11570247933884,C,3.0903554861863745,34.0,1.2918032786885245
534699025,37 * 5 * 5 * 7 * 7 * 47 * 251,25,49,11797,1.0,1.0,97.49586776859505,C,3.6199450849684505,10.0,0.9621621621621622
535051825,673 * 5 * 5 * 7 * 7 * 11 * 59,25,49,649,1.0,1.0,5.363636363636363,C,3.304206482187742,280.0,1.210104011887073
535116505,97 * 5 * 89 * 7 * 7 * 11 * 23,445,49,253,17.8,1.0,2.090909090909091,A+C,3.271917726461092,78.0,1.2205722228657478
535173925,13 * 5 * 5 * 31 * 439 * 11 * 11,25,13609,121,1.0,277.734693877551,1.0,B,3.19709115883551,10.0,1.2615384615384615
535522225,229 * 5 * 5 * 7 * 7 * 23 * 83,25,49,1909,1.0,1.0,15.776859504132231,C,3.6525422300864037,34.0,0.9310043668122271
535536925,3613 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.011459762135388,1810.0,1.2998616108497094
535569265,37 * 5 * 41 * 7 * 7 * 11 * 131,205,49,1441,8.2,1.0,11.909090909090908,A+C,3.408851751745704,28.0,1.0499670402109427
535596985,73 * 5 * 17 * 7 * 19 * 11 * 59,85,133,649,3.4,2.7142857142857144,5.363636363636363,A+B+C,3.644992037986447,30.0,0.96406124093473
535778425,13 * 5 * 5 * 7 * 31 * 71 * 107,25,217,7597,1.0,4.428571428571429,62.78512396694215,B+C,3.19709115883551,10.0,1.2615384615384615
536023345,13 * 5 * 17 * 19 * 211 * 11 * 11,85,4009,121,3.4,81.81632653061224,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
536100565,13 * 5 * 53 * 7 * 43 * 11 * 47,265,301,517,10.6,6.142857142857143,4.2727272727272725,A+B+C,3.382439108831205,22.0,1.125689404934688
536179525,73 * 5 * 5 * 7 * 19 * 47 * 47,25,133,2209,1.0,2.7142857142857144,18.25619834710744,B+C,3.426323092112505,28.0,1.1287671232876713
536319553,313 * 17 * 17 * 7 * 7 * 11 * 11,289,49,121,11.56,1.0,1.0,A,3.4770121778568033,164.0,0.9689907912046607
536439505,37 * 5 * 17 * 7 * 7 * 59 * 59,85,49,3481,3.4,1.0,28.768595041322314,A+C,3.8386140308423924,12.0,0.7974562798092211
536492341,37 * 17 * 53 * 7 * 19 * 11 * 11,901,133,121,36.04,2.7142857142857144,1.0,A+B,4.023961980838088,24.0,0.6616072232054474
536503825,13 * 5 * 5 * 31 * 103 * 11 * 47,25,3193,517,1.0,65.16326530612245,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
536739385,13 * 5 * 17 * 7 * 7 * 23 * 431,85,49,9913,3.4,1.0,81.92561983471074,A+C,3.4157601047094523,12.0,1.0968325791855205
536922925,181 * 5 * 5 * 7 * 67 * 11 * 23,25,469,253,1.0,9.571428571428571,2.090909090909091,B+C,3.0522786605965706,94.0,1.2972375690607736
537061525,13 * 5 * 5 * 7 * 1951 * 11 * 11,25,13657,121,1.0,278.7142857142857,1.0,B,3.19709115883551,10.0,1.2615384615384615
537212725,829 * 5 * 5 * 7 * 7 * 23 * 23,25,49,529,1.0,1.0,4.371900826446281,C,3.430388110372137,274.0,1.1256936067551266
537405925,73 * 5 * 5 * 7 * 31 * 23 * 59,25,217,1357,1.0,4.428571428571429,11.214876033057852,B+C,3.426323092112505,28.0,1.1287671232876713
537418525,37 * 5 * 5 * 7 * 7 * 71 * 167,25,49,11857,1.0,1.0,97.99173553719008,C,3.6199450849684505,10.0,0.9621621621621622
537454225,61 * 5 * 5 * 7 * 199 * 11 * 23,25,1393,253,1.0,28.428571428571427,2.090909090909091,B+C,3.0903554861863745,34.0,1.2918032786885245
537618445,13 * 5 * 41 * 7 * 7 * 23 * 179,205,49,4117,8.2,1.0,34.02479338842975,A+C,2.9859978256127633,28.0,1.349343339587242
537744025,13 * 5 * 5 * 7 * 43 * 23 * 239,25,301,5497,1.0,6.142857142857143,45.429752066115704,B+C,3.19709115883551,10.0,1.2615384615384615
537800725,373 * 5 * 5 * 7 * 7 * 11 * 107,25,49,1177,1.0,1.0,9.727272727272727,C,3.4142024735704153,130.0,1.1378016085790885
537833725,13 * 5 * 5 * 31 * 211 * 11 * 23,25,6541,253,1.0,133.48979591836735,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
537874645,241 * 5 * 17 * 7 * 31 * 11 * 11,85,217,121,3.4,4.428571428571429,1.0,A+B,3.7431603165096785,66.0,0.8842567732487185
538054825,313 * 5 * 5 * 7 * 19 * 11 * 47,25,133,517,1.0,2.7142857142857144,4.2727272727272725,B+C,3.0396742861089194,160.0,1.2984025559105432
538153525,13 * 5 * 5 * 7 * 7 * 47 * 719,25,49,33793,1.0,1.0,279.2809917355372,C,3.19709115883551,10.0,1.2615384615384615
538253485,97 * 5 * 29 * 7 * 7 * 11 * 71,145,49,781,5.8,1.0,6.454545454545454,A+C,3.4500106646922895,48.0,1.1159616068254534
538304305,37 * 5 * 53 * 7 * 31 * 11 * 23,265,217,253,10.6,4.428571428571429,2.090909090909091,A+B+C,3.805293034964145,22.0,0.8263131055583885
538581505,61 * 5 * 17 * 7 * 19 * 11 * 71,85,133,781,3.4,2.7142857142857144,6.454545454545454,A+B+C,3.3090244320603164,36.0,1.1270973963355835
538738585,1069 * 5 * 17 * 7 * 7 * 11 * 11,85,49,121,3.4,1.0,1.0,A,3.5948548793060944,396.0,1.0001210587134761
538923385,13 * 5 * 29 * 7 * 79 * 11 * 47,145,553,517,5.8,11.285714285714286,4.2727272727272725,A+B+C,3.2802323907239512,18.0,1.2063660477453582
539094325,3637 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.081863121347329,1798.0,1.2932636788562002
539283745,13 * 5 * 53 * 7 * 19 * 11 * 107,265,133,1177,10.6,2.7142857142857144,9.727272727272727,A+B+C,3.382439108831205,22.0,1.125689404934688
539579425,1741 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.016643128792034,874.0,1.2997128087306145
539728189,13 * 17 * 197 * 7 * 7 * 11 * 23,3349,49,253,133.96,1.0,2.090909090909091,A+C,3.808100248924968,24.0,0.7678985690332361
539879725,109 * 5 * 5 * 7 * 31 * 11 * 83,25,217,913,1.0,4.428571428571429,7.545454545454546,B+C,3.4936369679052106,34.0,1.075229357798165
539968429,13 * 29 * 89 * 7 * 19 * 11 * 11,2581,133,121,103.24,2.7142857142857144,1.0,A+B,3.185280684381195,56.0,1.2558042499925492
540064525,13 * 5 * 5 * 7 * 7 * 11 * 3083,25,49,33913,1.0,1.0,280.27272727272725,C,3.19709115883551,10.0,1.2615384615384615
540155161,13 * 17 * 17 * 7 * 19 * 23 * 47,289,133,1081,11.56,2.7142857142857144,8.933884297520661,A+B+C,3.6344290505833943,14.0,0.9321266968325792
540226225,853 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.121047599556393,418.0,1.285345838218054
540272425,61 * 5 * 5 * 7 * 43 * 11 * 107,25,301,1177,1.0,6.142857142857143,9.727272727272727,B+C,3.0903554861863745,34.0,1.2918032786885245
540400525,61 * 5 * 5 * 7 * 31 * 23 * 71,25,217,1633,1.0,4.428571428571429,13.49586776859504,B+C,3.0903554861863745,34.0,1.2918032786885245
540448825,37 * 5 * 5 * 7 * 19 * 23 * 191,25,133,4393,1.0,2.7142857142857144,36.30578512396694,B+C,3.6199450849684505,10.0,0.9621621621621622
540575365,37 * 5 * 41 * 19 * 31 * 11 * 11,205,589,121,8.2,12.020408163265307,1.0,A+B,3.408851751745704,28.0,1.0499670402109427
540750925,13 * 5 * 5 * 19 * 19 * 11 * 419,25,361,4609,1.0,7.36734693877551,38.09090909090909,B+C,3.19709115883551,10.0,1.2615384615384615
540800425,73 * 5 * 5 * 31 * 79 * 11 * 11,25,2449,121,1.0,49.97959183673469,1.0,B,3.426323092112505,28.0,1.1287671232876713
540931825,73 * 5 * 5 * 7 * 7 * 23 * 263,25,49,6049,1.0,1.0,49.99173553719008,C,3.426323092112505,28.0,1.1287671232876713
541025485,13 * 5 * 317 * 7 * 31 * 11 * 11,1585,217,121,63.4,4.428571428571429,1.0,A+B,2.9947695304572064,162.0,1.3473428779422472
541134685,13 * 5 * 89 * 7 * 7 * 23 * 83,445,49,1909,17.8,1.0,15.776859504132231,A+C,3.1021394524927537,48.0,1.3109766637856526
541265725,13 * 5 * 5 * 7 * 43 * 11 * 503,25,301,5533,1.0,6.142857142857143,45.72727272727273,B+C,3.19709115883551,10.0,1.2615384615384615
541311925,193 * 5 * 5 * 7 * 31 * 11 * 47,25,217,517,1.0,4.428571428571429,4.2727272727272725,B+C,3.257019313956718,88.0,1.2352331606217617
541314085,13 * 5 * 17 * 19 * 19 * 23 * 59,85,361,1357,3.4,7.36734693877551,11.214876033057852,A+B+C,3.4157601047094523,12.0,1.0968325791855205
541330405,73 * 5 * 17 * 7 * 103 * 11 * 11,85,721,121,3.4,14.714285714285714,1.0,A+B,3.644992037986447,30.0,0.96406124093473
541381225,37 * 5 * 5 * 7 * 691 * 11 * 11,25,4837,121,1.0,98.71428571428571,1.0,B,3.6199450849684505,10.0,0.9621621621621622
541511425,13 * 5 * 5 * 7 * 79 * 23 * 131,25,553,3013,1.0,11.285714285714286,24.90082644628099,B+C,3.19709115883551,10.0,1.2615384615384615
541593325,13 * 5 * 5 * 7 * 7 * 71 * 479,25,49,34009,1.0,1.0,281.06611570247935,C,3.19709115883551,10.0,1.2615384615384615
541608025,409 * 5 * 5 * 7 * 7 * 23 * 47,25,49,1081,1.0,1.0,8.933884297520661,C,3.6362038147735802,64.0,0.9466992665036675
541681525,61 * 5 * 5 * 7 * 7 * 11 * 659,25,49,7249,1.0,1.0,59.90909090909091,C,3.0903554861863745,34.0,1.2918032786885245
541866325,13 * 5 * 5 * 7 * 367 * 11 * 59,25,2569,649,1.0,52.42857142857143,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
541878505,37 * 5 * 113 * 7 * 7 * 23 * 23,565,49,529,22.6,1.0,4.371900826446281,A+C,3.364762694347632,64.0,1.0577373834011001
541889425,157 * 5 * 5 * 7 * 163 * 11 * 11,25,1141,121,1.0,23.285714285714285,1.0,B,3.2857470407029474,70.0,1.2203821656050957
541940245,181 * 5 * 101 * 7 * 7 * 11 * 11,505,49,121,20.2,1.0,1.0,A,3.416257617106215,102.0,0.9962474700508724
542235925,37 * 5 * 5 * 7 * 331 * 11 * 23,25,2317,253,1.0,47.285714285714285,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
542328325,241 * 5 * 5 * 7 * 7 * 11 * 167,25,49,1837,1.0,1.0,15.181818181818182,C,3.5244913706357366,64.0,1.0489626556016598
542542825,97 * 5 * 5 * 43 * 43 * 11 * 11,25,1849,121,1.0,37.734693877551024,1.0,B,3.366869432803848,40.0,1.1711340206185568
542587045,13 * 5 * 17 * 7 * 7 * 11 * 911,85,49,10021,3.4,1.0,82.81818181818181,A+C,3.4157601047094523,12.0,1.0968325791855205
543007465,13 * 5 * 1409 * 7 * 7 * 11 * 11,7045,49,121,281.8,1.0,1.0,A,2.931884041383685,708.0,1.3583447071026915
543058285,397 * 5 * 17 * 7 * 19 * 11 * 11,85,133,121,3.4,2.7142857142857144,1.0,A+B,3.697883836852167,120.0,0.922447770040006
543143965,13 * 5 * 17 * 7 * 43 * 23 * 71,85,301,1633,3.4,6.142857142857143,13.49586776859504,A+B+C,3.4157601047094523,12.0,1.0968325791855205
543196225,13 * 5 * 5 * 19 * 727 * 11 * 11,25,13813,121,1.0,281.8979591836735,1.0,B,3.19709115883551,10.0,1.2615384615384615
543298525,1753 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.084239354498627,868.0,1.292869366799772
543505501,109 * 29 * 29 * 7 * 7 * 11 * 11,841,49,121,33.64,1.0,1.0,A,3.659919431682093,50.0,0.9648845302119583
543936085,61 * 5 * 53 * 7 * 19 * 11 * 23,265,133,253,10.6,2.7142857142857144,2.090909090909091,A+B+C,3.275703436182069,46.0,1.155954222084751
543945325,37 * 5 * 5 * 7 * 7 * 11 * 1091,25,49,12001,1.0,1.0,99.18181818181819,C,3.6199450849684505,10.0,0.9621621621621622
544148605,13 * 5 * 29 * 7 * 163 * 11 * 23,145,1141,253,5.8,23.285714285714285,2.090909090909091,A+B+C,3.2802323907239512,18.0,1.2063660477453582
544176325,829 * 5 * 5 * 7 * 31 * 11 * 11,25,217,121,1.0,4.428571428571429,1.0,B,3.430388110372137,274.0,1.1256936067551266
544306945,13 * 5 * 29 * 7 * 7 * 71 * 83,145,49,5893,5.8,1.0,48.70247933884298,A+C,3.2802323907239512,18.0,1.2063660477453582
544430425,3673 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.1283921002636434,1780.0,1.2835284508576095
544459825,13 * 5 * 5 * 7 * 7 * 179 * 191,25,49,34189,1.0,1.0,282.55371900826447,C,3.19709115883551,10.0,1.2615384615384615
544569025,13 * 5 * 5 * 7 * 463 * 11 * 47,25,3241,517,1.0,66.14285714285714,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
544650925,13 * 5 * 5 * 7 * 7 * 23 * 1487,25,49,34201,1.0,1.0,282.6528925619835,C,3.19709115883551,10.0,1.2615384615384615
544892425,397 * 5 * 5 * 7 * 31 * 11 * 23,25,217,253,1.0,4.428571428571429,2.090909090909091,B+C,3.4792148909782252,118.0,1.087153652392947
544989445,13 * 5 * 521 * 7 * 19 * 11 * 11,2605,133,121,104.2,2.7142857142857144,1.0,A+B,3.1578955569084552,228.0,1.2838033367783848
545040265,73 * 5 * 41 * 7 * 43 * 11 * 11,205,301,121,8.2,6.142857142857143,1.0,A+B,3.215229758889759,46.0,1.2165720013364516
545087725,13 * 5 * 5 * 7 * 31 * 59 * 131,25,217,7729,1.0,4.428571428571429,63.87603305785124,B+C,3.19709115883551,10.0,1.2615384615384615
545299525,37 * 5 * 5 * 19 * 19 * 23 * 71,25,361,1633,1.0,7.36734693877551,13.49586776859504,B+C,3.6199450849684505,10.0,0.9621621621621622
545381221,37 * 29 * 41 * 7 * 7 * 11 * 23,1189,49,253,47.56,1.0,2.090909090909091,A+C,3.4919929836341455,36.0,0.9947946264178392
545423725,97 * 5 * 5 * 7 * 127 * 11 * 23,25,889,253,1.0,18.142857142857142,2.090909090909091,B+C,3.366869432803848,40.0,1.1711340206185568
545469925,13 * 5 * 5 * 7 * 307 * 11 * 71,25,2149,781,1.0,43.857142857142854,6.454545454545454,B+C,3.19709115883551,10.0,1.2615384615384615
545529985,13 * 5 * 677 * 7 * 7 * 11 * 23,3385,49,253,135.4,1.0,2.090909090909091,A+C,3.6222961778151284,34.0,0.8999431882740598
545654725,37 * 5 * 5 * 7 * 163 * 11 * 47,25,1141,517,1.0,23.285714285714285,4.2727272727272725,B+C,3.6199450849684505,10.0,0.9621621621621622
545665225,181 * 5 * 5 * 7 * 7 * 23 * 107,25,49,2461,1.0,1.0,20.33884297520661,C,3.0522786605965706,94.0,1.2972375690607736
546230905,61 * 5 * 41 * 19 * 19 * 11 * 11,205,361,121,8.2,7.36734693877551,1.0,A+B,2.8792621529636278,52.0,1.379608156737305
546370825,13 * 5 * 5 * 7 * 7 * 11 * 3119,25,49,34309,1.0,1.0,283.54545454545456,C,3.19709115883551,10.0,1.2615384615384615
546707161,13 * 41 * 173 * 7 * 7 * 11 * 11,7093,49,121,283.72,1.0,1.0,A,3.2969961062183044,52.0,1.0996323569282824
546855337,73 * 17 * 17 * 7 * 7 * 23 * 23,289,49,529,11.56,1.0,4.371900826446281,A+C,3.863660983860389,32.0,0.799355358581789
546971425,13 * 5 * 5 * 7 * 1987 * 11 * 11,25,13909,121,1.0,283.85714285714283,1.0,B,3.19709115883551,10.0,1.2615384615384615
547020565,13 * 5 * 41 * 7 * 7 * 59 * 71,205,49,4189,8.2,1.0,34.6198347107438,A+C,2.9859978256127633,28.0,1.349343339587242
547108705,13 * 5 * 17 * 19 * 103 * 11 * 23,85,1957,253,3.4,39.93877551020408,2.090909090909091,A+B+C,3.4157601047094523,12.0,1.0968325791855205
547205197,61 * 17 * 89 * 7 * 7 * 11 * 11,1513,49,121,60.52,1.0,1.0,A,3.21407272571756,74.0,1.1765355985827743
547225525,601 * 5 * 5 * 7 * 43 * 11 * 11,25,301,121,1.0,6.142857142857143,1.0,B,3.57969837319331,124.0,0.9996672212978369
547271725,13 * 5 * 5 * 7 * 19 * 11 * 1151,25,133,12661,1.0,2.7142857142857144,104.63636363636364,B+C,3.19709115883551,10.0,1.2615384615384615
547317925,61 * 5 * 5 * 7 * 79 * 11 * 59,25,553,649,1.0,11.285714285714286,5.363636363636363,B+C,3.0903554861863745,34.0,1.2918032786885245
547664425,97 * 5 * 5 * 7 * 7 * 11 * 419,25,49,4609,1.0,1.0,38.09090909090909,C,3.366869432803848,40.0,1.1711340206185568
547987825,3697 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.1514607543133324,1768.0,1.2771436299702463
548218825,37 * 5 * 5 * 7 * 43 * 11 * 179,25,301,1969,1.0,6.142857142857143,16.272727272727273,B+C,3.6199450849684505,10.0,0.9621621621621622
548234785,97 * 5 * 17 * 7 * 7 * 23 * 59,85,49,1357,3.4,1.0,11.214876033057852,A+C,3.58553837867779,42.0,1.0064281382656155
548343565,349 * 5 * 53 * 7 * 7 * 11 * 11,265,49,121,10.6,1.0,1.0,A,3.6994948620403516,106.0,0.9220305995566849
548418325,13 * 5 * 5 * 7 * 223 * 23 * 47,25,1561,1081,1.0,31.857142857142858,8.933884297520661,B+C,3.19709115883551,10.0,1.2615384615384615
548543905,13 * 5 * 53 * 7 * 43 * 23 * 23,265,301,529,10.6,6.142857142857143,4.371900826446281,A+B+C,3.382439108831205,22.0,1.125689404934688
548644525,13 * 5 * 5 * 43 * 43 * 11 * 83,25,1849,913,1.0,37.734693877551024,7.545454545454546,B+C,3.19709115883551,10.0,1.2615384615384615
548664025,13 * 5 * 5 * 7 * 7 * 131 * 263,25,49,34453,1.0,1.0,284.73553719008265,C,3.19709115883551,10.0,1.2615384615384615
548902585,37 * 5 * 113 * 7 * 31 * 11 * 11,565,217,121,22.6,4.428571428571429,1.0,A+B,3.364762694347632,64.0,1.0577373834011001
548956525,13 * 5 * 5 * 31 * 103 * 23 * 23,25,3193,529,1.0,65.16326530612245,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
549004885,13 * 5 * 17 * 31 * 31 * 11 * 47,85,961,517,3.4,19.612244897959183,4.2727272727272725,A+B+C,3.4157601047094523,12.0,1.0968325791855205
549046225,13 * 5 * 5 * 7 * 7 * 23 * 1499,25,49,34477,1.0,1.0,284.93388429752065,C,3.19709115883551,10.0,1.2615384615384615
549142825,157 * 5 * 5 * 7 * 79 * 11 * 23,25,553,253,1.0,11.285714285714286,2.090909090909091,B+C,3.2857470407029474,70.0,1.2203821656050957
549346525,13 * 5 * 5 * 7 * 19 * 71 * 179,25,133,12709,1.0,2.7142857142857144,105.03305785123968,B+C,3.19709115883551,10.0,1.2615384615384615
549466225,181 * 5 * 5 * 7 * 19 * 11 * 83,25,133,913,1.0,2.7142857142857144,7.545454545454546,B+C,3.0522786605965706,94.0,1.2972375690607736
549614065,13 * 5 * 149 * 7 * 67 * 11 * 11,745,469,121,29.8,9.571428571428571,1.0,A+B,3.0500128034471077,78.0,1.3313371192565824
549722425,109 * 5 * 5 * 7 * 7 * 23 * 179,25,49,4117,1.0,1.0,34.02479338842975,C,3.4936369679052106,34.0,1.075229357798165
549766525,3709 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.270020945364296,1594.0,1.2286869776220004
549928225,37 * 5 * 5 * 7 * 7 * 11 * 1103,25,49,12133,1.0,1.0,100.27272727272727,C,3.6199450849684505,10.0,0.9621621621621622
550154605,13 * 5 * 41 * 7 * 7 * 11 * 383,205,49,4213,8.2,1.0,34.81818181818182,A+C,2.9859978256127633,28.0,1.349343339587242
550274725,13 * 5 * 5 * 7 * 1999 * 11 * 11,25,13993,121,1.0,285.57142857142856,1.0,B,3.19709115883551,10.0,1.2615384615384615
550281325,241 * 5 * 5 * 19 * 19 * 11 * 23,25,361,253,1.0,7.36734693877551,2.090909090909091,B+C,3.5244913706357366,64.0,1.0489626556016598
550369105,13 * 5 * 29 * 19 * 127 * 11 * 11,145,2413,121,5.8,49.244897959183675,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
550543525,313 * 5 * 5 * 7 * 19 * 23 * 23,25,133,529,1.0,2.7142857142857144,4.371900826446281,B+C,3.0396742861089194,160.0,1.2984025559105432
550589725,73 * 5 * 5 * 7 * 7 * 47 * 131,25,49,6157,1.0,1.0,50.88429752066116,C,3.426323092112505,28.0,1.1287671232876713
550736725,1777 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.3957770405499366,628.0,1.1511536297129994
550833745,1093 * 5 * 17 * 7 * 7 * 11 * 11,85,49,121,3.4,1.0,1.0,A,3.9432306884749124,72.0,0.6956783811420268
550858165,13 * 5 * 41 * 19 * 43 * 11 * 23,205,817,253,8.2,16.6734693877551,2.090909090909091,A+B+C,2.9859978256127633,28.0,1.349343339587242
551432245,13 * 5 * 29 * 7 * 79 * 23 * 23,145,553,529,5.8,11.285714285714286,4.371900826446281,A+B+C,3.2802323907239512,18.0,1.2063660477453582
551530525,13 * 5 * 5 * 7 * 7 * 59 * 587,25,49,34633,1.0,1.0,286.22314049586777,C,3.19709115883551,10.0,1.2615384615384615
551557825,13 * 5 * 5 * 7 * 127 * 23 * 83,25,889,1909,1.0,18.142857142857142,15.776859504132231,B+C,3.19709115883551,10.0,1.2615384615384615
551596045,13 * 5 * 233 * 7 * 43 * 11 * 11,1165,301,121,46.6,6.142857142857143,1.0,A+B,3.109083785307769,112.0,1.3078903928689338
551683405,13 * 5 * 17 * 7 * 7 * 23 * 443,85,49,10189,3.4,1.0,84.20661157024793,A+C,3.4157601047094523,12.0,1.0968325791855205
551697685,97 * 5 * 17 * 7 * 79 * 11 * 11,85,553,121,3.4,11.285714285714286,1.0,A+B,3.58553837867779,42.0,1.0064281382656155
552011845,193 * 5 * 17 * 7 * 19 * 11 * 23,85,133,253,3.4,2.7142857142857144,2.090909090909091,A+B+C,3.47568825983066,90.0,1.0705272782688204
