n,e,a,b,c,abc_state,t_abc
859163305,13,5,7,179,5·137 | 7·7 | 11·179,6265
859163305,13,137,7,11,5·137 | 7·7 | 11·179,10549
859163305,13,137,7,179,5·137 | 7·7 | 11·179,171661
859163305,13,137,7,11,5·137 | 7·7 | 11·179,10549
859163305,13,137,7,179,5·137 | 7·7 | 11·179,171661
859325425,97,5,7,23,5·5 | 7·31 | 23·71,805
859325425,97,5,7,71,5·5 | 7·31 | 23·71,2485
859325425,97,5,31,23,5·5 | 7·31 | 23·71,3565
859325425,97,5,31,71,5·5 | 7·31 | 23·71,11005
859325425,97,5,7,23,5·5 | 7·31 | 23·71,805
859325425,97,5,7,71,5·5 | 7·31 | 23·71,2485
859325425,97,5,31,23,5·5 | 7·31 | 23·71,3565
859325425,97,5,31,71,5·5 | 7·31 | 23·71,11005
859403545,13,5,7,11,5·29 | 7·31 | 11·191,385
859403545,13,5,7,191,5·29 | 7·31 | 11·191,6685
859403545,13,5,31,11,5·29 | 7·31 | 11·191,1705
859403545,13,5,31,191,5·29 | 7·31 | 11·191,29605
859403545,13,29,7,11,5·29 | 7·31 | 11·191,2233
859403545,13,29,7,191,5·29 | 7·31 | 11·191,38773
859403545,13,29,31,11,5·29 | 7·31 | 11·191,9889
859403545,13,29,31,191,5·29 | 7·31 | 11·191,171709
859463605,13,5,7,11,5·233 | 7·67 | 11·11,385
859463605,13,5,7,11,5·233 | 7·67 | 11·11,385
859463605,13,5,67,11,5·233 | 7·67 | 11·11,3685
859463605,13,5,67,11,5·233 | 7·67 | 11·11,3685
859463605,13,233,7,11,5·233 | 7·67 | 11·11,17941
859463605,13,233,7,11,5·233 | 7·67 | 11·11,17941
859463605,13,233,67,11,5·233 | 7·67 | 11·11,171721
859463605,13,233,67,11,5·233 | 7·67 | 11·11,171721
859768525,2137,5,7,11,5·5 | 7·19 | 11·11,385
859768525,2137,5,7,11,5·5 | 7·19 | 11·11,385
859768525,2137,5,19,11,5·5 | 7·19 | 11·11,1045
859768525,2137,5,19,11,5·5 | 7·19 | 11·11,1045
859768525,2137,5,7,11,5·5 | 7·19 | 11·11,385
859768525,2137,5,7,11,5·5 | 7·19 | 11·11,385
859768525,2137,5,19,11,5·5 | 7·19 | 11·11,1045
859768525,2137,5,19,11,5·5 | 7·19 | 11·11,1045
859856305,61,5,7,11,5·41 | 7·19 | 11·47,385
859856305,61,5,7,47,5·41 | 7·19 | 11·47,1645
859856305,61,5,19,11,5·41 | 7·19 | 11·47,1045
859856305,61,5,19,47,5·41 | 7·19 | 11·47,4465
859856305,61,41,7,11,5·41 | 7·19 | 11·47,3157
859856305,61,41,7,47,5·41 | 7·19 | 11·47,13489
859856305,61,41,19,11,5·41 | 7·19 | 11·47,8569
859856305,61,41,19,47,5·41 | 7·19 | 11·47,36613
860068825,769,5,7,11,5·5 | 7·7 | 11·83,385
860068825,769,5,7,83,5·5 | 7·7 | 11·83,2905
860068825,769,5,7,11,5·5 | 7·7 | 11·83,385
860068825,769,5,7,83,5·5 | 7·7 | 11·83,2905
860068825,769,5,7,11,5·5 | 7·7 | 11·83,385
860068825,769,5,7,83,5·5 | 7·7 | 11·83,2905
860068825,769,5,7,11,5·5 | 7·7 | 11·83,385
860068825,769,5,7,83,5·5 | 7·7 | 11·83,2905
860124265,13,5,7,11,5·17 | 7·919 | 11·11,385
860124265,13,5,7,11,5·17 | 7·919 | 11·11,385
860124265,13,5,919,11,5·17 | 7·919 | 11·11,50545
860124265,13,5,919,11,5·17 | 7·919 | 11·11,50545
860124265,13,17,7,11,5·17 | 7·919 | 11·11,1309
860124265,13,17,7,11,5·17 | 7·919 | 11·11,1309
860124265,13,17,919,11,5·17 | 7·919 | 11·11,171853
860124265,13,17,919,11,5·17 | 7·919 | 11·11,171853
860394925,13,5,31,23,5·5 | 31·79 | 23·47,3565
860394925,13,5,31,47,5·5 | 31·79 | 23·47,7285
860394925,13,5,79,23,5·5 | 31·79 | 23·47,9085
860394925,13,5,79,47,5·5 | 31·79 | 23·47,18565
860394925,13,5,31,23,5·5 | 31·79 | 23·47,3565
860394925,13,5,31,47,5·5 | 31·79 | 23·47,7285
860394925,13,5,79,23,5·5 | 31·79 | 23·47,9085
860394925,13,5,79,47,5·5 | 31·79 | 23·47,18565
860424565,13,5,7,11,5·41 | 7·7 | 11·599,385
860424565,13,5,7,599,5·41 | 7·7 | 11·599,20965
860424565,13,5,7,11,5·41 | 7·7 | 11·599,385
860424565,13,5,7,599,5·41 | 7·7 | 11·599,20965
860424565,13,41,7,11,5·41 | 7·7 | 11·599,3157
860424565,13,41,7,599,5·41 | 7·7 | 11·599,171913
860424565,13,41,7,11,5·41 | 7·7 | 11·599,3157
860424565,13,41,7,599,5·41 | 7·7 | 11·599,171913
860706805,229,5,7,23,5·29 | 7·7 | 23·23,805
860706805,229,5,7,23,5·29 | 7·7 | 23·23,805
860706805,229,5,7,23,5·29 | 7·7 | 23·23,805
860706805,229,5,7,23,5·29 | 7·7 | 23·23,805
860706805,229,29,7,23,5·29 | 7·7 | 23·23,4669
860706805,229,29,7,23,5·29 | 7·7 | 23·23,4669
860706805,229,29,7,23,5·29 | 7·7 | 23·23,4669
860706805,229,29,7,23,5·29 | 7·7 | 23·23,4669
861085225,13,5,7,11,5·5 | 7·19 | 11·1811,385
861085225,13,5,7,1811,5·5 | 7·19 | 11·1811,63385
861085225,13,5,19,11,5·5 | 7·19 | 11·1811,1045
861085225,13,5,19,1811,5·5 | 7·19 | 11·1811,172045
861085225,13,5,7,11,5·5 | 7·19 | 11·1811,385
861085225,13,5,7,1811,5·5 | 7·19 | 11·1811,63385
861085225,13,5,19,11,5·5 | 7·19 | 11·1811,1045
861085225,13,5,19,1811,5·5 | 7·19 | 11·1811,172045
861112525,13,5,7,23,5·5 | 7·7 | 23·2351,805
861112525,13,5,7,2351,5·5 | 7·7 | 23·2351,82285
861112525,13,5,7,23,5·5 | 7·7 | 23·2351,805
861112525,13,5,7,2351,5·5 | 7·7 | 23·2351,82285
861112525,13,5,7,23,5·5 | 7·7 | 23·2351,805
861112525,13,5,7,2351,5·5 | 7·7 | 23·2351,82285
861112525,13,5,7,23,5·5 | 7·7 | 23·2351,805
861112525,13,5,7,2351,5·5 | 7·7 | 23·2351,82285
861238105,13,5,7,23,5·17 | 7·103 | 23·47,805
861238105,13,5,7,47,5·17 | 7·103 | 23·47,1645
861238105,13,5,103,23,5·17 | 7·103 | 23·47,11845
861238105,13,5,103,47,5·17 | 7·103 | 23·47,24205
861238105,13,17,7,23,5·17 | 7·103 | 23·47,2737
861238105,13,17,7,47,5·17 | 7·103 | 23·47,5593
861238105,13,17,103,23,5·17 | 7·103 | 23·47,40273
861238105,13,17,103,47,5·17 | 7·103 | 23·47,82297
861362425,97,5,7,11,5·5 | 7·7 | 11·659,385
861362425,97,5,7,659,5·5 | 7·7 | 11·659,23065
861362425,97,5,7,11,5·5 | 7·7 | 11·659,385
861362425,97,5,7,659,5·5 | 7·7 | 11·659,23065
861362425,97,5,7,11,5·5 | 7·7 | 11·659,385
861362425,97,5,7,659,5·5 | 7·7 | 11·659,23065
861362425,97,5,7,11,5·5 | 7·7 | 11·659,385
861362425,97,5,7,659,5·5 | 7·7 | 11·659,23065
861494725,13,5,7,47,5·5 | 7·7 | 47·1151,1645
861494725,13,5,7,1151,5·5 | 7·7 | 47·1151,40285
861494725,13,5,7,47,5·5 | 7·7 | 47·1151,1645
861494725,13,5,7,1151,5·5 | 7·7 | 47·1151,40285
861494725,13,5,7,47,5·5 | 7·7 | 47·1151,1645
861494725,13,5,7,1151,5·5 | 7·7 | 47·1151,40285
861494725,13,5,7,47,5·5 | 7·7 | 47·1151,1645
861494725,13,5,7,1151,5·5 | 7·7 | 47·1151,40285
861685825,13,5,7,11,5·5 | 7·7 | 11·4919,385
861685825,13,5,7,4919,5·5 | 7·7 | 11·4919,172165
861685825,13,5,7,11,5·5 | 7·7 | 11·4919,385
861685825,13,5,7,4919,5·5 | 7·7 | 11·4919,172165
861685825,13,5,7,11,5·5 | 7·7 | 11·4919,385
861685825,13,5,7,4919,5·5 | 7·7 | 11·4919,172165
861685825,13,5,7,11,5·5 | 7·7 | 11·4919,385
861685825,13,5,7,4919,5·5 | 7·7 | 11·4919,172165
861740425,13,5,7,23,5·5 | 7·43 | 23·383,805
861740425,13,5,7,383,5·5 | 7·43 | 23·383,13405
861740425,13,5,43,23,5·5 | 7·43 | 23·383,4945
861740425,13,5,43,383,5·5 | 7·43 | 23·383,82345
861740425,13,5,7,23,5·5 | 7·43 | 23·383,805
861740425,13,5,7,383,5·5 | 7·43 | 23·383,13405
861740425,13,5,43,23,5·5 | 7·43 | 23·383,4945
861740425,13,5,43,383,5·5 | 7·43 | 23·383,82345
861750505,709,5,7,11,5·41 | 7·7 | 11·11,385
861750505,709,5,7,11,5·41 | 7·7 | 11·11,385
861750505,709,5,7,11,5·41 | 7·7 | 11·11,385
861750505,709,5,7,11,5·41 | 7·7 | 11·11,385
861750505,709,41,7,11,5·41 | 7·7 | 11·11,3157
861750505,709,41,7,11,5·41 | 7·7 | 11·11,3157
861750505,709,41,7,11,5·41 | 7·7 | 11·11,3157
861750505,709,41,7,11,5·41 | 7·7 | 11·11,3157
861788725,73,5,7,23,5·5 | 7·7 | 23·419,805
861788725,73,5,7,419,5·5 | 7·7 | 23·419,14665
861788725,73,5,7,23,5·5 | 7·7 | 23·419,805
861788725,73,5,7,419,5·5 | 7·7 | 23·419,14665
861788725,73,5,7,23,5·5 | 7·7 | 23·419,805
861788725,73,5,7,419,5·5 | 7·7 | 23·419,14665
861788725,73,5,7,23,5·5 | 7·7 | 23·419,805
861788725,73,5,7,419,5·5 | 7·7 | 23·419,14665
862063345,13,5,19,11,5·89 | 19·31 | 11·23,1045
862063345,13,5,19,23,5·89 | 19·31 | 11·23,2185
862063345,13,5,31,11,5·89 | 19·31 | 11·23,1705
862063345,13,5,31,23,5·89 | 19·31 | 11·23,3565
862063345,13,89,19,11,5·89 | 19·31 | 11·23,18601
862063345,13,89,19,23,5·89 | 19·31 | 11·23,38893
862063345,13,89,31,11,5·89 | 19·31 | 11·23,30349
862063345,13,89,31,23,5·89 | 19·31 | 11·23,63457
862106245,13,5,7,11,5·2237 | 7·7 | 11·11,385
862106245,13,5,7,11,5·2237 | 7·7 | 11·11,385
862106245,13,5,7,11,5·2237 | 7·7 | 11·11,385
862106245,13,5,7,11,5·2237 | 7·7 | 11·11,385
862106245,13,2237,7,11,5·2237 | 7·7 | 11·11,172249
862106245,13,2237,7,11,5·2237 | 7·7 | 11·11,172249
862106245,13,2237,7,11,5·2237 | 7·7 | 11·11,172249
862106245,13,2237,7,11,5·2237 | 7·7 | 11·11,172249
862126825,37,5,7,23,5·5 | 7·7 | 23·827,805
862126825,37,5,7,827,5·5 | 7·7 | 23·827,28945
862126825,37,5,7,23,5·5 | 7·7 | 23·827,805
862126825,37,5,7,827,5·5 | 7·7 | 23·827,28945
862126825,37,5,7,23,5·5 | 7·7 | 23·827,805
862126825,37,5,7,827,5·5 | 7·7 | 23·827,28945
862126825,37,5,7,23,5·5 | 7·7 | 23·827,805
862126825,37,5,7,827,5·5 | 7·7 | 23·827,28945
862170925,109,5,7,11,5·5 | 7·7 | 11·587,385
862170925,109,5,7,587,5·5 | 7·7 | 11·587,20545
862170925,109,5,7,11,5·5 | 7·7 | 11·587,385
862170925,109,5,7,587,5·5 | 7·7 | 11·587,20545
862170925,109,5,7,11,5·5 | 7·7 | 11·587,385
862170925,109,5,7,587,5·5 | 7·7 | 11·587,20545
862170925,109,5,7,11,5·5 | 7·7 | 11·587,385
862170925,109,5,7,587,5·5 | 7·7 | 11·587,20545
862243525,13,5,43,11,5·5 | 43·79 | 11·71,2365
862243525,13,5,43,71,5·5 | 43·79 | 11·71,15265
862243525,13,5,79,11,5·5 | 43·79 | 11·71,4345
862243525,13,5,79,71,5·5 | 43·79 | 11·71,28045
862243525,13,5,43,11,5·5 | 43·79 | 11·71,2365
862243525,13,5,43,71,5·5 | 43·79 | 11·71,15265
862243525,13,5,79,11,5·5 | 43·79 | 11·71,4345
862243525,13,5,79,71,5·5 | 43·79 | 11·71,28045
862309525,193,5,7,11,5·5 | 7·211 | 11·11,385
862309525,193,5,7,11,5·5 | 7·211 | 11·11,385
862309525,193,5,211,11,5·5 | 7·211 | 11·11,11605
862309525,193,5,211,11,5·5 | 7·211 | 11·11,11605
862309525,193,5,7,11,5·5 | 7·211 | 11·11,385
862309525,193,5,7,11,5·5 | 7·211 | 11·11,385
862309525,193,5,211,11,5·5 | 7·211 | 11·11,11605
862309525,193,5,211,11,5·5 | 7·211 | 11·11,11605
862329325,13,5,31,11,5·5 | 31·31 | 11·251,1705
862329325,13,5,31,251,5·5 | 31·31 | 11·251,38905
862329325,13,5,31,11,5·5 | 31·31 | 11·251,1705
862329325,13,5,31,251,5·5 | 31·31 | 11·251,38905
862329325,13,5,31,11,5·5 | 31·31 | 11·251,1705
862329325,13,5,31,251,5·5 | 31·31 | 11·251,38905
862329325,13,5,31,11,5·5 | 31·31 | 11·251,1705
862329325,13,5,31,251,5·5 | 31·31 | 11·251,38905
862370509,13,17,7,11,17·17 | 7·271 | 11·11,1309
862370509,13,17,7,11,17·17 | 7·271 | 11·11,1309
862370509,13,17,271,11,17·17 | 7·271 | 11·11,50677
862370509,13,17,271,11,17·17 | 7·271 | 11·11,50677
862370509,13,17,7,11,17·17 | 7·271 | 11·11,1309
862370509,13,17,7,11,17·17 | 7·271 | 11·11,1309
862370509,13,17,271,11,17·17 | 7·271 | 11·11,50677
862370509,13,17,271,11,17·17 | 7·271 | 11·11,50677
862389385,13,5,19,11,5·29 | 19·199 | 11·11,1045
862389385,13,5,19,11,5·29 | 19·199 | 11·11,1045
862389385,13,5,199,11,5·29 | 19·199 | 11·11,10945
862389385,13,5,199,11,5·29 | 19·199 | 11·11,10945
862389385,13,29,19,11,5·29 | 19·199 | 11·11,6061
862389385,13,29,19,11,5·29 | 19·199 | 11·11,6061
862389385,13,29,199,11,5·29 | 19·199 | 11·11,63481
862389385,13,29,199,11,5·29 | 19·199 | 11·11,63481
862527325,349,5,19,11,5·5 | 19·43 | 11·11,1045
862527325,349,5,19,11,5·5 | 19·43 | 11·11,1045
862527325,349,5,43,11,5·5 | 19·43 | 11·11,2365
862527325,349,5,43,11,5·5 | 19·43 | 11·11,2365
862527325,349,5,19,11,5·5 | 19·43 | 11·11,1045
862527325,349,5,19,11,5·5 | 19·43 | 11·11,1045
862527325,349,5,43,11,5·5 | 19·43 | 11·11,2365
862527325,349,5,43,11,5·5 | 19·43 | 11·11,2365
862694833,13,53,7,11,53·101 | 7·7 | 11·23,4081
862694833,13,53,7,23,53·101 | 7·7 | 11·23,8533
862694833,13,53,7,11,53·101 | 7·7 | 11·23,4081
862694833,13,53,7,23,53·101 | 7·7 | 11·23,8533
862694833,13,101,7,11,53·101 | 7·7 | 11·23,7777
862694833,13,101,7,23,53·101 | 7·7 | 11·23,16261
862694833,13,101,7,11,53·101 | 7·7 | 11·23,7777
862694833,13,101,7,23,53·101 | 7·7 | 11·23,16261
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
862817725,5821,5,7,11,5·5 | 7·7 | 11·11,385
863076445,73,5,7,11,5·41 | 7·7 | 11·107,385
863076445,73,5,7,107,5·41 | 7·7 | 11·107,3745
863076445,73,5,7,11,5·41 | 7·7 | 11·107,385
863076445,73,5,7,107,5·41 | 7·7 | 11·107,3745
863076445,73,41,7,11,5·41 | 7·7 | 11·107,3157
863076445,73,41,7,107,5·41 | 7·7 | 11·107,30709
863076445,73,41,7,11,5·41 | 7·7 | 11·107,3157
863076445,73,41,7,107,5·41 | 7·7 | 11·107,30709
863085925,13,5,19,23,5·5 | 19·103 | 23·59,2185
863085925,13,5,19,59,5·5 | 19·103 | 23·59,5605
863085925,13,5,103,23,5·5 | 19·103 | 23·59,11845
863085925,13,5,103,59,5·5 | 19·103 | 23·59,30385
863085925,13,5,19,23,5·5 | 19·103 | 23·59,2185
863085925,13,5,19,59,5·5 | 19·103 | 23·59,5605
863085925,13,5,103,23,5·5 | 19·103 | 23·59,11845
863085925,13,5,103,59,5·5 | 19·103 | 23·59,30385
863238145,61,5,7,11,5·89 | 7·7 | 11·59,385
863238145,61,5,7,59,5·89 | 7·7 | 11·59,2065
863238145,61,5,7,11,5·89 | 7·7 | 11·59,385
863238145,61,5,7,59,5·89 | 7·7 | 11·59,2065
863238145,61,89,7,11,5·89 | 7·7 | 11·59,6853
863238145,61,89,7,59,5·89 | 7·7 | 11·59,36757
863238145,61,89,7,11,5·89 | 7·7 | 11·59,6853
863238145,61,89,7,59,5·89 | 7·7 | 11·59,36757
863372965,13,5,7,23,5·17 | 7·211 | 23·23,805
863372965,13,5,7,23,5·17 | 7·211 | 23·23,805
863372965,13,5,211,23,5·17 | 7·211 | 23·23,24265
863372965,13,5,211,23,5·17 | 7·211 | 23·23,24265
863372965,13,17,7,23,5·17 | 7·211 | 23·23,2737
863372965,13,17,7,23,5·17 | 7·211 | 23·23,2737
863372965,13,17,211,23,5·17 | 7·211 | 23·23,82501
863372965,13,17,211,23,5·17 | 7·211 | 23·23,82501
863438653,241,17,7,11,17·17 | 7·7 | 11·23,1309
863438653,241,17,7,23,17·17 | 7·7 | 11·23,2737
863438653,241,17,7,11,17·17 | 7·7 | 11·23,1309
863438653,241,17,7,23,17·17 | 7·7 | 11·23,2737
863438653,241,17,7,11,17·17 | 7·7 | 11·23,1309
863438653,241,17,7,23,17·17 | 7·7 | 11·23,2737
863438653,241,17,7,11,17·17 | 7·7 | 11·23,1309
863438653,241,17,7,23,17·17 | 7·7 | 11·23,2737
863761525,61,5,31,11,5·5 | 31·151 | 11·11,1705
863761525,61,5,31,11,5·5 | 31·151 | 11·11,1705
863761525,61,5,151,11,5·5 | 31·151 | 11·11,8305
863761525,61,5,151,11,5·5 | 31·151 | 11·11,8305
863761525,61,5,31,11,5·5 | 31·151 | 11·11,1705
863761525,61,5,31,11,5·5 | 31·151 | 11·11,1705
863761525,61,5,151,11,5·5 | 31·151 | 11·11,8305
863761525,61,5,151,11,5·5 | 31·151 | 11·11,8305
863787925,13,5,7,11,5·5 | 7·7 | 11·4931,385
863787925,13,5,7,4931,5·5 | 7·7 | 11·4931,172585
863787925,13,5,7,11,5·5 | 7·7 | 11·4931,385
863787925,13,5,7,4931,5·5 | 7·7 | 11·4931,172585
863787925,13,5,7,11,5·5 | 7·7 | 11·4931,385
863787925,13,5,7,4931,5·5 | 7·7 | 11·4931,172585
863787925,13,5,7,11,5·5 | 7·7 | 11·4931,385
863787925,13,5,7,4931,5·5 | 7·7 | 11·4931,172585
863979025,13,5,7,227,5·5 | 7·7 | 227·239,7945
863979025,13,5,7,239,5·5 | 7·7 | 227·239,8365
863979025,13,5,7,227,5·5 | 7·7 | 227·239,7945
863979025,13,5,7,239,5·5 | 7·7 | 227·239,8365
863979025,13,5,7,227,5·5 | 7·7 | 227·239,7945
863979025,13,5,7,239,5·5 | 7·7 | 227·239,8365
863979025,13,5,7,227,5·5 | 7·7 | 227·239,7945
863979025,13,5,7,239,5·5 | 7·7 | 227·239,8365
864128377,37,17,7,23,17·53 | 7·7 | 23·23,2737
864128377,37,17,7,23,17·53 | 7·7 | 23·23,2737
864128377,37,17,7,23,17·53 | 7·7 | 23·23,2737
864128377,37,17,7,23,17·53 | 7·7 | 23·23,2737
864128377,37,53,7,23,17·53 | 7·7 | 23·23,8533
864128377,37,53,7,23,17·53 | 7·7 | 23·23,8533
864128377,37,53,7,23,17·53 | 7·7 | 23·23,8533
864128377,37,53,7,23,17·53 | 7·7 | 23·23,8533
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864134725,181,5,19,23,5·5 | 19·19 | 23·23,2185
864208345,13,5,7,11,5·17 | 7·7 | 11·1451,385
864208345,13,5,7,1451,5·17 | 7·7 | 11·1451,50785
864208345,13,5,7,11,5·17 | 7·7 | 11·1451,385
864208345,13,5,7,1451,5·17 | 7·7 | 11·1451,50785
864208345,13,17,7,11,5·17 | 7·7 | 11·1451,1309
864208345,13,17,7,1451,5·17 | 7·7 | 11·1451,172669
864208345,13,17,7,11,5·17 | 7·7 | 11·1451,1309
864208345,13,17,7,1451,5·17 | 7·7 | 11·1451,172669
864252025,13,5,7,23,5·5 | 7·199 | 23·83,805
864252025,13,5,7,83,5·5 | 7·199 | 23·83,2905
864252025,13,5,199,23,5·5 | 7·199 | 23·83,22885
864252025,13,5,199,83,5·5 | 7·199 | 23·83,82585
864252025,13,5,7,23,5·5 | 7·199 | 23·83,805
864252025,13,5,7,83,5·5 | 7·199 | 23·83,2905
864252025,13,5,199,23,5·5 | 7·199 | 23·83,22885
864252025,13,5,199,83,5·5 | 7·199 | 23·83,82585
864286885,37,5,7,11,5·17 | 7·43 | 11·83,385
864286885,37,5,7,83,5·17 | 7·43 | 11·83,2905
864286885,37,5,43,11,5·17 | 7·43 | 11·83,2365
864286885,37,5,43,83,5·17 | 7·43 | 11·83,17845
864286885,37,17,7,11,5·17 | 7·43 | 11·83,1309
864286885,37,17,7,83,5·17 | 7·43 | 11·83,9877
864286885,37,17,43,11,5·17 | 7·43 | 11·83,8041
864286885,37,17,43,83,5·17 | 7·43 | 11·83,60673
864493525,61,5,7,23,5·5 | 7·7 | 23·503,805
864493525,61,5,7,503,5·5 | 7·7 | 23·503,17605
864493525,61,5,7,23,5·5 | 7·7 | 23·503,805
864493525,61,5,7,503,5·5 | 7·7 | 23·503,17605
864493525,61,5,7,23,5·5 | 7·7 | 23·503,805
864493525,61,5,7,503,5·5 | 7·7 | 23·503,17605
864493525,61,5,7,23,5·5 | 7·7 | 23·503,805
864493525,61,5,7,503,5·5 | 7·7 | 23·503,17605
864616753,13,17,7,11,17·149 | 7·31 | 11·11,1309
864616753,13,17,7,11,17·149 | 7·31 | 11·11,1309
864616753,13,17,31,11,17·149 | 7·31 | 11·11,5797
864616753,13,17,31,11,17·149 | 7·31 | 11·11,5797
864616753,13,149,7,11,17·149 | 7·31 | 11·11,11473
864616753,13,149,7,11,17·149 | 7·31 | 11·11,11473
864616753,13,149,31,11,17·149 | 7·31 | 11·11,50809
864616753,13,149,31,11,17·149 | 7·31 | 11·11,50809
864748885,13,5,7,11,5·113 | 7·139 | 11·11,385
864748885,13,5,7,11,5·113 | 7·139 | 11·11,385
864748885,13,5,139,11,5·113 | 7·139 | 11·11,7645
864748885,13,5,139,11,5·113 | 7·139 | 11·11,7645
864748885,13,113,7,11,5·113 | 7·139 | 11·11,8701
864748885,13,113,7,11,5·113 | 7·139 | 11·11,8701
864748885,13,113,139,11,5·113 | 7·139 | 11·11,172777
864748885,13,113,139,11,5·113 | 7·139 | 11·11,172777
864789541,109,17,7,11,17·29 | 7·19 | 11·11,1309
864789541,109,17,7,11,17·29 | 7·19 | 11·11,1309
864789541,109,17,19,11,17·29 | 7·19 | 11·11,3553
864789541,109,17,19,11,17·29 | 7·19 | 11·11,3553
864789541,109,29,7,11,17·29 | 7·19 | 11·11,2233
864789541,109,29,7,11,17·29 | 7·19 | 11·11,2233
864789541,109,29,19,11,17·29 | 7·19 | 11·11,6061
864789541,109,29,19,11,17·29 | 7·19 | 11·11,6061
864947545,97,5,7,11,5·53 | 7·19 | 11·23,385
864947545,97,5,7,23,5·53 | 7·19 | 11·23,805
864947545,97,5,19,11,5·53 | 7·19 | 11·23,1045
864947545,97,5,19,23,5·53 | 7·19 | 11·23,2185
864947545,97,53,7,11,5·53 | 7·19 | 11·23,4081
864947545,97,53,7,23,5·53 | 7·19 | 11·23,8533
864947545,97,53,19,11,5·53 | 7·19 | 11·23,11077
864947545,97,53,19,23,5·53 | 7·19 | 11·23,23161
864949225,181,5,7,47,5·5 | 7·7 | 47·83,1645
864949225,181,5,7,83,5·5 | 7·7 | 47·83,2905
864949225,181,5,7,47,5·5 | 7·7 | 47·83,1645
864949225,181,5,7,83,5·5 | 7·7 | 47·83,2905
864949225,181,5,7,47,5·5 | 7·7 | 47·83,1645
864949225,181,5,7,83,5·5 | 7·7 | 47·83,2905
864949225,181,5,7,47,5·5 | 7·7 | 47·83,1645
864949225,181,5,7,83,5·5 | 7·7 | 47·83,2905
865160725,13,5,19,11,5·5 | 19·271 | 11·47,1045
865160725,13,5,19,47,5·5 | 19·271 | 11·47,4465
865160725,13,5,271,11,5·5 | 19·271 | 11·47,14905
865160725,13,5,271,47,5·5 | 19·271 | 11·47,63685
865160725,13,5,19,11,5·5 | 19·271 | 11·47,1045
865160725,13,5,19,47,5·5 | 19·271 | 11·47,4465
865160725,13,5,271,11,5·5 | 19·271 | 11·47,14905
865160725,13,5,271,47,5·5 | 19·271 | 11·47,63685
865289425,13,5,7,11,5·5 | 7·487 | 11·71,385
865289425,13,5,7,71,5·5 | 7·487 | 11·71,2485
865289425,13,5,487,11,5·5 | 7·487 | 11·71,26785
865289425,13,5,487,71,5·5 | 7·487 | 11·71,172885
865289425,13,5,7,11,5·5 | 7·487 | 11·71,385
865289425,13,5,7,71,5·5 | 7·487 | 11·71,2485
865289425,13,5,487,11,5·5 | 7·487 | 11·71,26785
865289425,13,5,487,71,5·5 | 7·487 | 11·71,172885
865336945,37,5,31,11,5·29 | 31·43 | 11·11,1705
865336945,37,5,31,11,5·29 | 31·43 | 11·11,1705
865336945,37,5,43,11,5·29 | 31·43 | 11·11,2365
865336945,37,5,43,11,5·29 | 31·43 | 11·11,2365
865336945,37,29,31,11,5·29 | 31·43 | 11·11,9889
865336945,37,29,31,11,5·29 | 31·43 | 11·11,9889
865336945,37,29,43,11,5·29 | 31·43 | 11·11,13717
865336945,37,29,43,11,5·29 | 31·43 | 11·11,13717
865437265,73,5,7,11,5·53 | 7·7 | 11·83,385
865437265,73,5,7,83,5·53 | 7·7 | 11·83,2905
865437265,73,5,7,11,5·53 | 7·7 | 11·83,385
865437265,73,5,7,83,5·53 | 7·7 | 11·83,2905
865437265,73,53,7,11,5·53 | 7·7 | 11·83,4081
865437265,73,53,7,83,5·53 | 7·7 | 11·83,30793
865437265,73,53,7,11,5·53 | 7·7 | 11·83,4081
865437265,73,53,7,83,5·53 | 7·7 | 11·83,30793
865787065,13,5,31,11,5·53 | 31·67 | 11·11,1705
865787065,13,5,31,11,5·53 | 31·67 | 11·11,1705
865787065,13,5,67,11,5·53 | 31·67 | 11·11,3685
865787065,13,5,67,11,5·53 | 31·67 | 11·11,3685
865787065,13,53,31,11,5·53 | 31·67 | 11·11,18073
865787065,13,53,31,11,5·53 | 31·67 | 11·11,18073
865787065,13,53,67,11,5·53 | 31·67 | 11·11,39061
865787065,13,53,67,11,5·53 | 31·67 | 11·11,39061
865812805,13,5,19,11,5·17 | 19·163 | 11·23,1045
865812805,13,5,19,23,5·17 | 19·163 | 11·23,2185
865812805,13,5,163,11,5·17 | 19·163 | 11·23,8965
865812805,13,5,163,23,5·17 | 19·163 | 11·23,18745
865812805,13,17,19,11,5·17 | 19·163 | 11·23,3553
